article_id,bias_label,n_comments,mean_polarity,std_polarity,pct_positive,pct_negative,mean_anger,mean_joy,mean_fear
1161718958_tres-cada-diez-espanolas-no-usaron-anticonceptivos-primera-relacion-sexual,0,1,-0.951749905012548,,0.0,1.0,0.006558017805218697,0.013215924613177776,0.05106649175286293
1161879531_ue-condena-espana-eximir-bibliotecas-cobrar-canon-prestamo,0,1,-0.08278582990169525,,0.0,0.0,0.3745327293872833,0.03411130607128143,0.0010019161272794008
1161894076_joven-zaragozano-premio-internacional-inventar-nueva-silla-ruedas,0,1,0.950129019562155,,1.0,0.0,0.0015315859345719218,0.8906440734863281,0.0007891858112998307
1162135383_meneame-palurdos-2.0,1,1,-0.008615925908088684,,0.0,0.0,0.02046244405210018,0.013257784768939018,0.0009708569850772619
1162331209_conoces-tchoukball-apuesto-no,0,1,-0.784100292250514,,0.0,1.0,0.0008752351277507842,0.0010742187732830644,0.0007723952294327319
1162364701_ee.uu-detenido-disfrazarse-osama-bin-laden-halloween,1,1,-0.07810176908969879,,0.0,0.0,0.006039101630449295,0.07024285942316055,0.01742899976670742
1162547415_agresion-estudiante-ciudadanos-autonoma,1,1,-0.9830069513991475,,0.0,1.0,0.8695907592773438,0.0007109917933121324,0.0010368149960413575
1162555259_musicos-soziedad-alkoholika-niegan-enaltecieran-eta,1,1,-0.6779444664716721,,0.0,1.0,0.08649556338787079,0.024000225588679314,0.009865437634289265
1162769125_podra-onu-levantar-bloqueo-economico-cuba,0,1,-0.9567359932698309,,0.0,1.0,0.8413841128349304,0.0026568530593067408,0.0010417491430416703
1162938559_funciones-photoshop-nunca-usamos,0,1,-0.035693347454071045,,0.0,0.0,0.0030837615486234426,0.785832941532135,0.0015836284728720784
1163012778_perl-esta-muerto-no-sabemos-usarlo,1,2,-0.20272675715386868,0.5024521135284745,0.0,0.5,0.010768937761895359,0.0007915235473774374,0.0021342489635571837
1163163388_hallan-peru-ciudadela-5.000-anos-antiguedad,0,1,-0.1655127927660942,,0.0,0.0,0.0041474574245512486,0.0015954633709043264,0.000613044248893857
