user,total_articles_commented,bias_exposure_rate,n_biased_articles,n_non_biased_articles,bias_category,outlet_diversity
maxorca,14,0.5714285714285714,8,6,mixed,13
--19171--,11,0.8181818181818182,9,2,very_high_bias,8
--20654--,52,0.5961538461538461,31,21,mixed,44
Tanatos,285,0.5473684210526316,156,129,mixed,137
Stylah,17,0.6470588235294118,11,6,high_bias,15
Obi-Wan,25,0.64,16,9,high_bias,12
hans_madrid,18,0.3888888888888889,7,11,low_bias,10
santis,20,0.7,14,6,high_bias,13
albertoiNET,14,0.35714285714285715,5,9,low_bias,14
Phestuk,13,0.46153846153846156,6,7,mixed,12
blain,55,0.4727272727272727,26,29,mixed,25
koerma,13,0.6153846153846154,8,5,high_bias,10
--18891--,15,0.6,9,6,mixed,15
--21400--,12,0.3333333333333333,4,8,low_bias,8
virusaco,10,0.5,5,5,mixed,7
varusso,24,0.6666666666666666,16,8,high_bias,13
--21207--,198,0.6414141414141414,127,71,high_bias,129
bassman9000,16,0.4375,7,9,mixed,10
